r;138663;63309;150;0;70
r;12288040;63309;2689;0;29
r;98970939;63309;4189;0;42
r;11471920;63309;4407;0;51
r;59510865;63309;4455;0;23
r;59510861;63309;7100;0;27
r;99067385;63309;7596;0;30
r;54382528;63309;7705;0;28
r;123963;63309;8208;0;71
r;418294389;63309;8924;0;25
r;97415004;63309;8990;0;23
r;226504;63309;12107;0;54
r;9124101;63309;13907;0;103
r;160964;63309;14864;0;51
r;9124104;63309;15210;0;32
r;99069843;63309;15746;0;60
r;361646345;63309;16033;0;25
r;82169993;63309;16110;0;21
r;2441695;63309;17023;0;31
r;123720;63309;17559;0;133
r;97121928;63309;18331;0;23
r;418294392;63309;19133;0;10
r;99067386;63309;20534;0;30
r;97121947;63309;24956;0;31
r;98970937;63309;26431;0;34
r;34657075;63309;27059;0;30
r;11477396;63309;27154;0;51
r;96738563;63309;29038;0;28
r;30930161;63309;32851;0;30
r;121696977;63309;35143;0;29
r;10536443;63309;36886;0;11
r;98970935;63309;40158;0;28
r;175538;63309;40368;0;81
r;99067387;63309;42220;0;45
r;96738554;63309;44335;0;23
r;981307;63309;45203;0;27
r;96738553;63309;45635;0;21
r;97415024;63309;45738;0;23
r;8861801;63309;45768;0;58
r;98970934;63309;45794;0;31
r;175537;63309;49989;0;71
r;12288042;63309;50762;0;59
r;96738583;63309;50889;0;17
r;99067388;63309;51419;0;45
r;91537354;63309;51975;0;27
r;97416218;63309;52119;0;29
r;59510858;63309;54001;0;30
r;10947926;63309;54794;0;66
r;9884909;63309;55823;0;69
r;97415009;63309;56280;0;21
r;98970932;63309;59651;0;28
r;9899358;63309;59933;0;34
r;288647209;63309;61490;0;25
r;9124102;63309;63235;0;38
r;2441697;63309;64238;0;27
r;14065541;63309;65081;0;34
r;59510864;63309;65577;0;22
r;113578;63309;67946;0;81
r;97121948;63309;68439;0;31
r;418294391;63309;68887;0;11
r;59510859;63309;69280;0;29
r;97121927;63309;69835;0;28
r;123965;63309;71115;0;246
r;30900326;63309;71539;0;35
r;9709964;63309;71624;0;51
r;97415006;63309;71864;0;28
r;102461;63309;72124;0;80
r;12288038;63309;72540;0;36
r;98970938;63309;73431;0;35
r;97415470;63309;74558;0;28
r;97415018;63309;75069;0;23
r;12288037;63309;75123;0;52
r;97415011;63309;76046;0;26
r;99067382;63309;76617;0;76
r;3148320;63309;76870;0;28
r;1336901;63309;77389;0;57
r;82170555;63309;81934;0;26
r;12288039;63309;82766;0;21
r;2441698;63309;83035;0;33
r;71505633;63309;83048;0;104
r;138662;63309;84897;0;65
r;9782349;63309;86640;0;55
r;98970933;63309;87285;0;34
r;283877678;63309;87789;0;10
r;9919416;63309;87814;0;19
r;414999003;63309;88096;0;25
r;337273919;63309;91657;0;26
r;10816244;63309;91794;0;66
r;981306;63309;93025;0;30
r;59510862;63309;94816;0;21
r;102463;63309;95256;0;64
r;9124103;63309;95935;0;29
r;98970929;63309;96095;0;27
r;11477087;63309;99645;0;52
r;116722;63309;100041;0;60
r;10792880;63309;101018;0;67
r;97414994;63309;101938;0;22
r;11477357;63309;102388;0;51
r;59510856;63309;102408;0;21
r;414999004;63309;104756;0;25
r;98970936;63309;107651;0;31
r;59510863;63309;108420;0;29
r;10829196;63309;110773;0;64
r;97121949;63309;112875;0;51
r;97121953;63309;113453;0;51
r;361646103;63309;113902;0;25
r;97414996;63309;115155;0;24
r;10860577;63309;115304;0;62
r;97414999;63309;115352;0;30
r;96738584;63309;115865;0;17
r;96738587;63309;116032;0;26
r;97121945;63309;116477;0;31
r;109280;63309;116707;0;211
r;15377163;63309;117095;0;35
r;226505;63309;2449;0;57
r;245417;63309;117789;0;59
r;96738559;63309;2680;0;23
r;113576;63309;118414;0;54
r;97415001;63309;118539;0;26
r;54309639;63309;119037;0;37
r;98970931;63309;119154;0;30
r;10556302;63309;120157;0;11
r;1336900;63309;123408;0;30
r;97121926;63309;125440;0;23
r;59510860;63309;126273;0;29
r;2157149;63309;129181;0;71
r;148507;63309;130400;0;51
r;414999005;63309;131704;0;25
r;2023010;63309;134196;0;35
r;161554;63309;136786;0;80
r;96738555;63309;138092;0;27
r;9973331;63309;138801;0;30
r;2199606;63309;141687;0;51
r;10958588;63309;142602;0;66
r;418294393;63309;142623;0;11
r;112440;63309;142663;0;131
r;102460;63309;142832;0;353
r;31242093;63309;143669;0;34
r;2180735;63309;143741;0;56
r;98970930;63309;143929;0;29
r;12288043;63309;143935;0;53
r;97121933;63309;144916;0;26
r;1336899;63309;145605;0;85
r;82166251;63309;145953;0;26
r;54382156;63309;146217;0;22
r;96738616;63309;147184;0;36
r;97415013;63309;148387;0;30
r;96738618;63309;149223;0;36
r;417848303;63309;149237;0;22
r;96738552;63309;149242;0;30
r;97414991;63309;149413;0;30
r;9898191;63309;151757;0;23
r;15719740;63309;152125;0;23
r;9124100;63309;152150;0;76
r;8861803;63309;153634;0;82
r;8861799;63309;153680;0;61
r;9899314;63309;154305;0;24
r;9899316;63309;154306;0;28
r;418294394;63309;154692;0;11
r;97415020;63309;155377;0;23
r;8861802;63309;155833;0;82
r;9900245;63309;156958;0;13
r;9872813;63309;157283;0;65
r;96738614;63309;157976;0;30
r;9124097;63309;163013;0;35
r;120457730;63309;163171;0;30
r;9124096;63309;164259;0;44
r;11472978;63309;165062;0;51
r;14474249;63309;175925;0;30
r;96738556;63309;176189;0;24
