data:text/csv;charset=utf-8,'chien';2571827;r_associated;1
'chien';'spinone';r_associated;1
'chien';2674271;r_associated;1
'chien';'rataplan';r_associated;1
'chien';181230;r_associated;1
'chien';2488837;r_associated;1
'chien';2495087;r_associated;1
'chien';2494198;r_associated;1
'chien';'tervuren';r_associated;1
'chien';2486842;r_associated;1
'chien';2856644;r_associated;1
'chien';2884013;r_associated;1
'chien';3230323;r_associated;1
'chien';2424698;r_associated;1
'chien';'longdog';r_associated;1
'chien';3397554;r_associated;1
'chien';2567644;r_associated;1
'chien';2499469;r_associated;1
'chien';2608097;r_associated;1
'chien';3566692;r_associated;1
'chien';3656383;r_associated;1
'chien';2476237;r_associated;1
'chien';5893932;r_associated;1
'chien';5893873;r_associated;1
'chien';'Cockapoo';r_associated;1
'chien';5893988;r_associated;1
'chien';5893875;r_associated;1
'chien';'Tenerife';r_associated;1
'chien';5892911;r_associated;1
'chien';3292241;r_associated;1
'chien';'Barry';r_associated;1
'chien';'hokkaïdo';r_associated;1
'chien';'Aïnou';r_associated;1
'chien';5893665;r_associated;1
'chien';'Bluey';r_associated;1
'chien';'Khéops';r_associated;1
'chien';'puggle';r_associated;1
'chien';'Shar-peï';r_associated;1
'chien';'sharpeï';r_associated;1
'chien';'danois>4455';r_associated;1
'chien';7544008;r_associated;1
'chien';7544232;r_associated;1
'chien';9635734;r_associated;1
'chien';7544140;r_associated;1
'chien';'collie';r_associated;1
'chien';9791654;r_associated;1
'chien';7544220;r_associated;1
'chien';10188235;r_associated;1
'chien';'chin';r_associated;1
'chien';11003284;r_associated;1
'chien';11179041;r_associated;1
'chien';7544139;r_associated;1
'chien';'Huan';r_associated;1
'chien';'Gai-Luron';r_associated;1
'chien';'Snuppy';r_associated;1
'chien';'Fortuné';r_associated;1
'chien';1773834;r_associated;1
'chien';'Nemo';r_associated;1
'chien';14324416;r_associated;1
'chien';14408553;r_associated;1
'chien';14412118;r_associated;1
'chien';14490497;r_associated;1
'chien';11068994;r_associated;1
'chien';11068988;r_associated;1
'chien';11068984;r_associated;1
'chien';11068985;r_associated;1
'chien';11068986;r_associated;1
'chien';11003155;r_associated;1
'chien';11002939;r_associated;1
'chien';11002686;r_associated;1
'chien';11002687;r_associated;1
'chien';11002848;r_associated;1
'chien';6527651;r_associated;1
'chien';5971262;r_associated;1
'chien';5893013;r_associated;1
'chien';5892800;r_associated;1
'chien';'herbaud';r_associated;2
'chien';2407924;r_associated;2
'chien';2434856;r_associated;2
'chien';2438984;r_associated;2
'chien';'pumi>4455';r_associated;2
'chien';2481191;r_associated;2
'chien';2479381;r_associated;2
'chien';2607220;r_associated;2
'chien';2429737;r_associated;2
'chien';'lillois';r_associated;2
'chien';'charnègre';r_associated;2
'chien';2602504;r_associated;2
'chien';3485441;r_associated;2
'chien';'charnigue';r_associated;2
'chien';'charnique';r_associated;2
'chien';306611;r_associated;2
'chien';2564431;r_associated;2
'chien';'slougi';r_associated;2
'chien';4247029;r_associated;2
'chien';155904;r_associated;2
'chien';14670214;r_associated;2
'chien';'tervueren';r_associated;3
'chien';2571258;r_associated;3
'chien';'appenzeller>190879';r_associated;3
'chien';2731563;r_associated;3
'chien';1396325;r_associated;3
'chien';304775;r_associated;3
'chien';2926985;r_associated;3
'chien';282199;r_associated;3
'chien';2425525;r_associated;3
'chien';1733211;r_associated;3
'chien';763400;r_associated;3
'chien';292488;r_associated;3
'chien';'bernois>4455';r_associated;3
'chien';6404959;r_associated;3
'chien';14940408;r_associated;3
'chien';'chanfrein';r_associated;4
'chien';'garot';r_associated;4
'chien';'épaule';r_associated;4
'chien';'poitrail';r_associated;4
'chien';'croupe';r_associated;4
'chien';187622;r_associated;4
'chien';'poignet';r_associated;4
'chien';'mamelle';r_associated;4
'chien';187620;r_associated;4
'chien';'jarret';r_associated;4
'chien';'porcelaine>4455';r_associated;4
'chien';2400250;r_associated;4
'chien';2552825;r_associated;4
'chien';'Sealyham-terrier';r_associated;4
'chien';2464787;r_associated;4
'chien';2484272;r_associated;4
'chien';2567318;r_associated;4
'chien';'whippet>4455';r_associated;4
'chien';2602816;r_associated;5
'chien';'revolver';r_associated;5
'chien';6365134;r_associated;5
'chien';15715155;r_associated;5
'chien';15715156;r_associated;5
'chien';15444892;r_associated;5
'chien';15295071;r_associated;5
'chien';15715153;r_associated;5
'chien';'encolure';r_associated;6
'chien';'Garm';r_associated;6
'chien';'Garmr';r_associated;6
'chien';'fesse';r_associated;7
'chien';'abdomen';r_associated;7
'chien';'poitrine';r_associated;7
'chien';187788;r_associated;7
'chien';'nuque';r_associated;7
'chien';'front';r_associated;7
'chien';'patte>141795';r_associated;7
'chien';'genou';r_associated;7
'chien';'fouet';r_associated;7
'chien';'tête>112609';r_associated;7
'chien';2582322;r_associated;7
'chien';152844;r_associated;8
'chien';'oeil';r_associated;9
'chien';'muscle';r_associated;9
'chien';'peau';r_associated;9
'chien';'garrot';r_associated;9
'chien';'pudel';r_associated;9
'chien';2395532;r_associated;9
'chien';2396785;r_associated;9
'chien';1486336;r_associated;10
'chien';1486335;r_associated;10
'chien';2382485;r_associated;10
'chien';2571794;r_associated;10
'chien';'cynodonte';r_associated;10
'chien';'morgue';r_associated;10
'chien';'cuisse';r_associated;11
'chien';'faune';r_associated;11
'chien';'coeur>213791';r_associated;11
'chien';'tétrapode>86640';r_associated;11
'chien';120157;r_associated;12
'chien';'Mammifères';r_associated;12
'chien';'tête>390963';r_associated;13
'chien';'poumons';r_associated;13
'chien';'samoyède>4455';r_associated;13
'chien';'aboyer>4455';r_associated;13
'chien';'ventre';r_associated;14
'chien';47319;r_associated;14
'chien';'flanc';r_associated;14
'chien';'estomac';r_associated;14
'chien';166136;r_associated;14
'chien';2541112;r_associated;14
'chien';2567621;r_associated;14
'chien';2563366;r_associated;14
'chien';2562848;r_associated;14
'chien';2560276;r_associated;14
'chien';2556348;r_associated;14
'chien';2551113;r_associated;14
'chien';2549186;r_associated;14
'chien';2536792;r_associated;14
'chien';2536668;r_associated;14
'chien';2535855;r_associated;14
'chien';2530039;r_associated;14
'chien';2527105;r_associated;14
'chien';2518483;r_associated;14
'chien';2512006;r_associated;14
'chien';2506301;r_associated;14
'chien';2504077;r_associated;14
'chien';2485340;r_associated;14
'chien';2484789;r_associated;14
'chien';2484683;r_associated;14
'chien';'corps>112609';r_associated;15
'chien';'squelette>112609';r_associated;15
'chien';757360;r_associated;15
'chien';'cubitus';r_associated;15
'chien';2495218;r_associated;15
'chien';'puanteur';r_associated;15
'chien';'ami>65434';r_associated;15
'chien';316850;r_associated;15
'chien';'ichthyologie';r_associated;15
'chien';'Ichthyologie';r_associated;15
'chien';1483990;r_associated;15
'chien';153968;r_associated;15
'chien';'révolver';r_associated;15
'chien';'gâchette';r_associated;15
'chien';'six';r_associated;15
'chien';'pêche>213541';r_associated;15
'chien';'fumier';r_associated;15
'chien';'pauvre>26650';r_associated;15
'chien';'infidèle>73890';r_associated;15
'chien';'hauteur';r_associated;15
'chien';'mépris';r_associated;15
'chien';'tonneau>89164';r_associated;15
'chien';'Diogène>68439';r_associated;15
'chien';'infidèle';r_associated;15
'chien';124415;r_associated;15
'chien';'arrogance';r_associated;15
'chien';'tonneau';r_associated;15
'chien';'pouilleux';r_associated;15
'chien';'ordure>6227';r_associated;15
'chien';'SDF';r_associated;15
'chien';'molosse>171870';r_associated;15
'chien';'ventre>112609';r_associated;16
'chien';'articulation';r_associated;16
'chien';'Kador';r_associated;16
'chien';'appenzeller';r_associated;16
'chien';'domestique>88269';r_associated;16
'chien';'niche>4455';r_associated;16
'chien';'mer';r_associated;16
'chien';'quadripède';r_associated;16
'chien';103311;r_associated;17
'chien';'nerf';r_associated;17
'chien';57875;r_associated;17
'chien';'fourreau';r_associated;17
'chien';'grasset';r_associated;17
'chien';'bouche';r_associated;17
'chien';'sang';r_associated;17
'chien';'flair';r_associated;17
'chien';'vertèbres';r_associated;17
'chien';'coussinet';r_associated;17
'chien';'langue>213791';r_associated;17
'chien';1236923;r_associated;17
'chien';360120;r_associated;17
'chien';343663;r_associated;17
'chien';343650;r_associated;17
'chien';954570;r_associated;17
'chien';'golden';r_associated;17
'chien';'pointer>4455';r_associated;17
'chien';1486337;r_associated;18
'chien';'carabine';r_associated;18
'chien';'foie';r_associated;19
'chien';'coeur';r_associated;19
'chien';1739062;r_associated;19
'chien';'laisse>8595';r_associated;20
'chien';'ulna';r_associated;19
'chien';'rottweiler';r_associated;21
'chien';226803;r_associated;21
'chien';'chow-chow';r_associated;21
'chien';191354;r_associated;21
'chien';191423;r_associated;21
'chien';191476;r_associated;21
'chien';191522;r_associated;21
'chien';'limier';r_associated;21
'chien';'lice';r_associated;21
'chien';'narine';r_associated;21
'chien';'machoire';r_associated;21
'chien';'croc>60902';r_associated;21
'chien';'crin';r_associated;21
'chien';'crâne';r_associated;21
'chien';'monde';r_associated;21
'chien';'zoo';r_associated;21
'chien';'oeil>44335';r_associated;21
'chien';'ladre';r_associated;21
'chien';'cabéru';r_associated;21
'chien';'élégance';r_associated;21
'chien';'radin';r_associated;21
'chien';'thérien';r_associated;21
'chien';'meute>25141';r_associated;21
'chien';'euthérien';r_associated;21
'chien';'branchie';r_associated;21
'chien';'rat>171869';r_associated;21
'chien';'radin>171870';r_associated;21
'chien';'radin>171869';r_associated;21
'chien';'saint-bernard';r_associated;22
'chien';'griffon';r_associated;22
'chien';'bichon';r_associated;22
'chien';'terre-neuve';r_associated;22
'chien';191451;r_associated;22
'chien';214093;r_associated;22
'chien';'Laïka';r_associated;22
'chien';'idéfix';r_associated;22
'chien';'crinière';r_associated;22
