r;61286966;4455;2571827;0;1
r;61288530;4455;566989;0;1
r;61288534;4455;2674271;0;1
r;62047937;4455;65430;0;1
r;62047939;4455;181230;0;1
r;62121103;4455;2488837;0;1
r;62400377;4455;2495087;0;1
r;62400413;4455;2494198;0;1
r;64193193;4455;2559267;0;1
r;64193257;4455;2486842;0;1
r;70683922;4455;2856644;0;1
r;74383857;4455;2884013;0;1
r;78274051;4455;3230323;0;1
r;81999184;4455;2424698;0;1
r;87977541;4455;2403563;0;1
r;87977549;4455;3397554;0;1
r;88333113;4455;2567644;0;1
r;88441224;4455;2499469;0;1
r;89109217;4455;2608097;0;1
r;90951662;4455;3566692;0;1
r;91401588;4455;3656383;0;1
r;98002406;4455;2476237;0;1
r;115142176;4455;5893932;0;1
r;115142234;4455;5893873;0;1
r;115142370;4455;5893843;0;1
r;115142450;4455;5893988;0;1
r;115142461;4455;5893875;0;1
r;115145595;4455;41788;0;1
r;115145615;4455;5892911;0;1
r;115145622;4455;3292241;0;1
r;115145647;4455;18773;0;1
r;115145653;4455;2485348;0;1
r;115145655;4455;2497955;0;1
r;115145690;4455;5893665;0;1
r;115145704;4455;5893649;0;1
r;115145756;4455;153567;0;1
r;115145758;4455;5893392;0;1
r;117459890;4455;5974269;0;1
r;117459895;4455;2433216;0;1
r;142251053;4455;8344100;0;1
r;211495955;4455;7544008;0;1
r;215860991;4455;7544232;0;1
r;216907723;4455;9635734;0;1
r;217922104;4455;7544140;0;1
r;217922106;4455;422648;0;1
r;220653761;4455;9791654;0;1
r;220653763;4455;7544220;0;1
r;253404858;4455;10188235;0;1
r;273519037;4455;277403;0;1
r;278337267;4455;11003284;0;1
r;286847264;4455;11179041;0;1
r;289989592;4455;7544139;0;1
r;311682355;4455;11575123;0;1
r;319028025;4455;130099;0;1
r;325605563;4455;12662015;0;1
r;325605566;4455;415671;0;1
r;325605569;4455;1773834;0;1
r;327400134;4455;213207;0;1
r;364532024;4455;14324416;0;1
r;366142675;4455;14408553;0;1
r;366142714;4455;14412118;0;1
r;368218005;4455;14490497;0;1
r;369691770;4455;11068994;0;1
r;369691772;4455;11068988;0;1
r;369691775;4455;11068984;0;1
r;369691777;4455;11068985;0;1
r;369691782;4455;11068986;0;1
r;369691784;4455;11003155;0;1
r;369691786;4455;11002939;0;1
r;369691788;4455;11002686;0;1
r;369691790;4455;11002687;0;1
r;369691792;4455;11002848;0;1
r;369691794;4455;6527651;0;1
r;369691797;4455;5971262;0;1
r;369691800;4455;5893013;0;1
r;369691802;4455;5892800;0;1
r;100129382;4455;2553231;0;2
r;54515485;4455;2407924;0;2
r;55335069;4455;2434856;0;2
r;55335079;4455;2438984;0;2
r;59742983;4455;2628852;0;2
r;60418464;4455;2481191;0;2
r;60419852;4455;2479381;0;2
r;65591039;4455;2607220;0;2
r;83007884;4455;2429737;0;2
r;83007887;4455;148924;0;2
r;87996898;4455;2570695;0;2
r;88118399;4455;2602504;0;2
r;88318130;4455;3485441;0;2
r;91706845;4455;2529131;0;2
r;91706847;4455;2421716;0;2
r;96405734;4455;306611;0;2
r;96405770;4455;2564431;0;2
r;98851710;4455;3854559;0;2
r;98851715;4455;4247029;0;2
r;365124164;4455;155904;0;2
r;373082481;4455;14670214;0;2
r;63923041;4455;422649;0;3
r;63923765;4455;2571258;0;3
r;75944379;4455;1732070;0;3
r;85324346;4455;2731563;0;3
r;85324349;4455;1396325;0;3
r;85324352;4455;304775;0;3
r;85324355;4455;2926985;0;3
r;85324357;4455;282199;0;3
r;85324361;4455;2425525;0;3
r;85324367;4455;1733211;0;3
r;85324369;4455;763400;0;3
r;85324372;4455;292488;0;3
r;92549807;4455;3704539;0;3
r;307175266;4455;6404959;0;3
r;391422951;4455;14940408;0;3
r;9986609;4455;1001;0;4
r;10003462;4455;159898;0;4
r;9986607;4455;3723;0;4
r;9986606;4455;113278;0;4
r;9986597;4455;65257;0;4
r;9986605;4455;187622;0;4
r;9986604;4455;10339;0;4
r;10003456;4455;12566;0;4
r;9986602;4455;187620;0;4
r;9986601;4455;60384;0;4
r;24373516;4455;270443;0;4
r;71979936;4455;2400250;0;4
r;71979939;4455;2552825;0;4
r;71979942;4455;2561069;0;4
r;71979945;4455;2464787;0;4
r;71979948;4455;2484272;0;4
r;71979951;4455;2567318;0;4
r;92550772;4455;3672011;0;4
r;75998299;4455;2602816;0;5
r;98445403;4455;144950;0;5
r;297289552;4455;6365134;0;5
r;418541776;4455;15715155;0;5
r;418541836;4455;15715156;0;5
r;418541847;4455;15444892;0;5
r;418544361;4455;15295071;0;5
r;418545011;4455;15715153;0;5
r;12795975;4455;23332;0;6
r;109293616;4455;229763;0;6
r;109293618;4455;283697;0;6
r;9986598;4455;126687;0;7
r;10004085;4455;64313;0;7
r;9986603;4455;46889;0;7
r;9986611;4455;187788;0;7
r;9986593;4455;6603;0;7
r;9986610;4455;110993;0;7
r;11940026;4455;237765;0;7
r;11940028;4455;25891;0;7
r;11940030;4455;73888;0;7
r;13134558;4455;390927;0;7
r;53799555;4455;2582322;0;7
r;10217728;4455;152844;0;8
r;9976697;4455;77424;0;9
r;10003460;4455;139578;0;9
r;10003458;4455;109785;0;9
r;9986595;4455;117584;0;9
r;53707012;4455;2398055;0;9
r;53707014;4455;2395532;0;9
r;53707016;4455;2396785;0;9
r;34196697;4455;1486336;0;10
r;34196698;4455;1486335;0;10
r;53080956;4455;2382485;0;10
r;53081096;4455;2571794;0;10
r;265283937;4455;396149;0;10
r;391456323;4455;141206;0;10
r;9986599;4455;58876;0;11
r;10536504;4455;36886;0;11
r;11708900;4455;213792;0;11
r;307621191;4455;396042;0;11
r;10555655;4455;120157;0;12
r;29182828;4455;143334;0;12
r;10208487;4455;233138;0;13
r;10228942;4455;32735;0;13
r;25184965;4455;1552597;0;13
r;96700401;4455;246992;0;13
r;9982091;4455;108463;0;14
r;10003466;4455;47319;0;14
r;10004083;4455;71026;0;14
r;10003464;4455;101938;0;14
r;12870130;4455;166136;0;14
r;52654532;4455;2541112;0;14
r;52654536;4455;2567621;0;14
r;52654538;4455;2563366;0;14
r;52654540;4455;2562848;0;14
r;52654542;4455;2560276;0;14
r;52654544;4455;2556348;0;14
r;52654546;4455;2551113;0;14
r;52654548;4455;2549186;0;14
r;52654550;4455;2536792;0;14
r;52654552;4455;2536668;0;14
r;52654554;4455;2535855;0;14
r;52654556;4455;2530039;0;14
r;52654558;4455;2527105;0;14
r;52654560;4455;2518483;0;14
r;52654562;4455;2512006;0;14
r;52654564;4455;2506301;0;14
r;52654566;4455;2504077;0;14
r;52654568;4455;2485340;0;14
r;52654570;4455;2484789;0;14
r;52654572;4455;2484683;0;14
r;10437887;4455;219363;0;15
r;10448589;4455;240720;0;15
r;25717815;4455;757360;0;15
r;30645827;4455;87292;0;15
r;52654534;4455;2495218;0;15
r;96700392;4455;6952;0;15
r;96700394;4455;245703;0;15
r;96700414;4455;316850;0;15
r;97360652;4455;265176;0;15
r;97360653;4455;175647;0;15
r;97360658;4455;1483990;0;15
r;98289727;4455;153968;0;15
r;98289729;4455;69646;0;15
r;98289734;4455;39865;0;15
r;98289762;4455;139459;0;15
r;98812367;4455;213542;0;15
r;273927716;4455;88493;0;15
r;273927718;4455;322663;0;15
r;273927721;4455;243968;0;15
r;273927724;4455;58170;0;15
r;273927727;4455;140209;0;15
r;273927729;4455;218759;0;15
r;273927732;4455;3323167;0;15
r;273927735;4455;106196;0;15
r;273927738;4455;124415;0;15
r;273927741;4455;123598;0;15
r;273927745;4455;72044;0;15
r;273927748;4455;50825;0;15
r;273927753;4455;214714;0;15
r;273927757;4455;62770;0;15
r;348408893;4455;580841;0;15
r;10480994;4455;241352;0;16
r;11067034;4455;126388;0;16
r;22214885;4455;113499;0;16
r;28476762;4455;1731803;0;16
r;96700402;4455;237782;0;16
r;96700416;4455;217780;0;16
r;97360642;4455;146105;0;16
r;245888371;4455;2464206;0;16
r;10492996;4455;103311;0;17
r;10503086;4455;83944;0;17
r;10970068;4455;57875;0;17
r;10985965;4455;39696;0;17
r;10985967;4455;25835;0;17
r;10989893;4455;16110;0;17
r;10989895;4455;2680;0;17
r;10995117;4455;77938;0;17
r;10995119;4455;63026;0;17
r;10995121;4455;125745;0;17
r;11028560;4455;214988;0;17
r;22614254;4455;1236923;0;17
r;24472715;4455;360120;0;17
r;27619492;4455;343663;0;17
r;27727686;4455;343650;0;17
r;28482001;4455;954570;0;17
r;28515029;4455;25741;0;17
r;30365399;4455;1877291;0;17
r;26660814;4455;1486337;0;18
r;98632269;4455;145772;0;18
r;10004087;4455;115155;0;19
r;10003454;4455;96211;0;19
r;28604951;4455;1739062;0;19
r;392369922;4455;3169827;0;20
r;30640416;4455;174214;0;19
r;9921766;4455;191506;0;21
r;9921769;4455;226803;0;21
r;10585898;4455;102446;0;21
r;10585933;4455;191354;0;21
r;10586002;4455;191423;0;21
r;10586052;4455;191476;0;21
r;10586096;4455;191522;0;21
r;12312366;4455;75755;0;21
r;12312367;4455;33298;0;21
r;13102489;4455;105041;0;21
r;15572033;4455;152290;0;21
r;22436516;4455;242310;0;21
r;24373611;4455;135631;0;21
r;24373649;4455;86561;0;21
r;24373950;4455;142563;0;21
r;24373970;4455;52611;0;21
r;25844839;4455;1636805;0;21
r;54309641;4455;119037;0;21
r;54699027;4455;39497;0;21
r;54699043;4455;102778;0;21
r;54699045;4455;13907;0;21
r;96700409;4455;265226;0;21
r;96700412;4455;252659;0;21
r;96700456;4455;103416;0;21
r;97360648;4455;44160;0;21
r;332125784;4455;1746585;0;21
r;335780807;4455;591666;0;21
r;335780808;4455;591667;0;21
r;9921747;4455;3538;0;22
r;9921748;4455;15096;0;22
r;9921758;4455;95232;0;22
r;9921760;4455;145171;0;22
r;9921764;4455;191451;0;22
